hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,result,grade,performance_category
3,75,Yes,7,8,57.0,Pass,E,Average
2,87,Yes,7,3,61.0,Pass,D,Good
6,62,No,5,9,49.0,Fail,F,Average
1,94,Yes,6,3,71.0,Pass,C,Good
7,60,Yes,9,4,55.0,Pass,E,Average
7,52,No,8,5,44.0,Fail,F,Average
7,76,No,9,2,68.0,Pass,D,Good
1,86,No,9,8,60.0,Pass,D,Average
4,65,No,4,0,45.0,Fail,F,Average
7,79,No,7,5,72.0,Pass,C,Good
9,46,No,8,5,41.0,Fail,F,Average
5,85,No,9,7,73.0,Pass,C,Good
2,78,No,8,4,57.0,Pass,E,Average
7,61,Yes,9,8,55.0,Pass,E,Average
1,78,No,7,8,53.0,Pass,E,Average
7,62,No,9,1,53.0,Pass,E,Average
6,97,Yes,5,4,87.0,Pass,B,Excellent
7,69,No,7,6,61.0,Pass,D,Good
3,57,No,8,1,38.0,Fail,F,Poor
3,81,No,6,6,60.0,Pass,D,Average
7,57,No,9,8,49.0,Fail,F,Average
2,85,Yes,5,7,64.0,Pass,D,Good
1,49,Yes,7,9,23.0,Fail,F,Poor
9,78,No,4,8,72.0,Pass,C,Good
9,69,Yes,7,3,71.0,Pass,C,Good
7,65,Yes,8,7,59.0,Pass,E,Average
7,46,Yes,8,8,38.0,Fail,F,Poor
3,46,Yes,4,9,24.0,Fail,F,Poor
2,44,Yes,5,1,18.0,Fail,F,Poor
7,40,Yes,8,9,33.0,Fail,F,Poor
9,85,No,5,2,81.0,Pass,B,Excellent
1,57,No,5,0,30.0,Fail,F,Poor
4,52,Yes,7,0,32.0,Fail,F,Poor
6,64,Yes,5,9,50.0,Pass,E,Average
7,79,Yes,9,5,73.0,Pass,C,Good
7,47,No,8,0,38.0,Fail,F,Poor
2,49,No,8,4,28.0,Fail,F,Poor
4,71,No,6,5,57.0,Pass,E,Average
5,56,No,5,8,41.0,Fail,F,Average
1,77,No,6,5,52.0,Pass,E,Average
1,54,No,7,3,26.0,Fail,F,Poor
3,54,Yes,6,0,28.0,Fail,F,Poor
3,96,No,5,5,74.0,Pass,C,Good
8,87,No,8,6,81.0,Pass,B,Excellent
9,79,No,7,4,81.0,Pass,B,Excellent
1,90,Yes,5,5,61.0,Pass,D,Good
2,59,No,7,9,38.0,Fail,F,Poor
2,54,Yes,4,7,29.0,Fail,F,Poor
4,74,Yes,5,0,57.0,Pass,E,Average
2,45,No,4,7,21.0,Fail,F,Poor
7,69,No,6,1,57.0,Pass,E,Average
9,96,No,5,1,94.0,Pass,A,Excellent
7,47,Yes,4,7,39.0,Fail,F,Poor
6,70,No,9,1,59.0,Pass,E,Average
1,87,Yes,8,7,64.0,Pass,D,Good
9,86,Yes,6,4,83.0,Pass,B,Excellent
5,71,No,5,8,53.0,Pass,E,Average
5,84,No,5,8,70.0,Pass,C,Good
6,97,No,8,7,92.0,Pass,A,Excellent
9,91,Yes,8,8,92.0,Pass,A,Excellent
8,54,No,4,6,47.0,Fail,F,Average
8,57,Yes,4,7,51.0,Pass,E,Average
8,52,No,4,5,45.0,Fail,F,Average
1,63,Yes,7,8,34.0,Fail,F,Poor
1,79,No,6,1,50.0,Pass,E,Average
8,53,No,5,2,45.0,Fail,F,Average
5,67,Yes,6,1,54.0,Pass,E,Average
9,50,Yes,8,5,52.0,Pass,E,Average
2,45,No,9,2,20.0,Fail,F,Poor
9,95,Yes,6,0,93.0,Pass,A,Excellent
8,64,Yes,6,3,53.0,Pass,E,Average
9,40,Yes,4,4,35.0,Fail,F,Poor
4,64,Yes,8,3,48.0,Fail,F,Average
1,41,No,6,5,18.0,Fail,F,Poor
1,71,Yes,5,2,43.0,Fail,F,Average
5,52,No,4,9,36.0,Fail,F,Poor
2,72,No,6,5,51.0,Pass,E,Average
8,71,No,8,9,65.0,Pass,D,Good
5,95,Yes,9,0,81.0,Pass,B,Excellent
5,63,No,5,5,45.0,Fail,F,Average
2,66,No,9,7,46.0,Fail,F,Average
7,43,No,8,9,32.0,Fail,F,Poor
8,63,No,8,7,60.0,Pass,D,Average
1,62,No,8,0,33.0,Fail,F,Poor
2,68,Yes,9,6,45.0,Fail,F,Average
4,73,No,7,9,54.0,Pass,E,Average
5,60,Yes,5,9,46.0,Fail,F,Average
2,69,No,8,3,49.0,Fail,F,Average
1,65,No,7,5,38.0,Fail,F,Poor
9,59,Yes,4,5,53.0,Pass,E,Average
1,55,Yes,7,4,30.0,Fail,F,Poor
4,42,No,4,9,24.0,Fail,F,Poor
2,88,No,9,8,69.0,Pass,D,Good
4,76,No,7,9,57.0,Pass,E,Average
8,97,No,9,7,94.0,Pass,A,Excellent
8,79,No,8,5,77.0,Pass,C,Good
9,83,Yes,7,3,79.0,Pass,C,Good
5,64,No,7,3,50.0,Pass,E,Average
7,62,No,8,8,52.0,Pass,E,Average
3,83,Yes,4,3,64.0,Pass,D,Good
4,98,Yes,8,6,86.0,Pass,B,Excellent
9,40,No,5,5,33.0,Fail,F,Poor
1,72,Yes,7,1,47.0,Fail,F,Average
2,54,Yes,5,4,31.0,Fail,F,Poor
5,56,Yes,8,2,42.0,Fail,F,Average
3,73,No,9,8,54.0,Pass,E,Average
2,56,No,8,9,33.0,Fail,F,Poor
1,91,No,6,0,61.0,Pass,D,Good
3,97,Yes,5,9,78.0,Pass,C,Good
1,80,No,6,3,55.0,Pass,E,Average
1,83,No,5,3,59.0,Pass,E,Average
1,43,Yes,9,8,20.0,Fail,F,Poor
8,52,No,6,0,43.0,Fail,F,Average
3,43,Yes,6,1,19.0,Fail,F,Poor
1,46,Yes,5,0,17.0,Fail,F,Poor
7,85,Yes,8,0,73.0,Pass,C,Good
3,98,Yes,4,0,72.0,Pass,C,Good
8,48,No,8,2,39.0,Fail,F,Poor
4,62,No,4,3,44.0,Fail,F,Average
4,72,No,5,9,52.0,Pass,E,Average
5,72,Yes,7,1,58.0,Pass,E,Average
6,59,No,8,0,45.0,Fail,F,Average
7,43,No,6,4,36.0,Fail,F,Poor
4,40,Yes,8,5,22.0,Fail,F,Poor
8,93,Yes,5,1,86.0,Pass,B,Excellent
6,81,No,7,2,68.0,Pass,D,Good
1,73,Yes,7,9,47.0,Fail,F,Average
9,60,Yes,8,1,58.0,Pass,E,Average
6,63,Yes,9,3,53.0,Pass,E,Average
8,54,No,8,4,46.0,Fail,F,Average
7,74,Yes,5,7,66.0,Pass,D,Good
6,64,Yes,4,5,49.0,Fail,F,Average
4,94,Yes,9,8,77.0,Pass,C,Good
7,48,No,4,2,36.0,Fail,F,Poor
9,56,No,6,9,55.0,Pass,E,Average
7,60,No,5,8,49.0,Fail,F,Average
1,99,Yes,9,3,76.0,Pass,C,Good
9,52,Yes,7,7,45.0,Fail,F,Average
4,42,Yes,9,9,28.0,Fail,F,Poor
3,43,Yes,6,6,25.0,Fail,F,Poor
4,43,No,7,6,27.0,Fail,F,Poor
4,82,No,9,8,67.0,Pass,D,Good
2,67,Yes,7,9,44.0,Fail,F,Average
1,46,No,8,1,18.0,Fail,F,Poor
1,65,No,7,4,37.0,Fail,F,Poor
8,50,No,9,2,43.0,Fail,F,Average
2,63,Yes,7,6,43.0,Fail,F,Average
5,82,No,5,2,66.0,Pass,D,Good
4,49,No,8,4,34.0,Fail,F,Poor
8,76,No,8,4,77.0,Pass,C,Good
2,52,No,6,1,31.0,Fail,F,Poor
9,83,No,8,0,80.0,Pass,B,Good
7,81,Yes,4,5,71.0,Pass,C,Good
7,78,No,5,0,69.0,Pass,D,Good
1,58,No,6,8,34.0,Fail,F,Poor
2,90,Yes,4,9,69.0,Pass,D,Good
4,58,No,7,4,44.0,Fail,F,Average
4,51,Yes,4,0,30.0,Fail,F,Poor
3,91,Yes,6,7,73.0,Pass,C,Good
7,61,Yes,8,0,52.0,Pass,E,Average
8,86,Yes,5,3,81.0,Pass,B,Excellent
2,76,No,6,6,52.0,Pass,E,Average
4,95,No,4,3,77.0,Pass,C,Good
3,69,Yes,4,4,44.0,Fail,F,Average
2,85,No,6,6,62.0,Pass,D,Good
6,51,Yes,9,3,44.0,Fail,F,Average
4,68,No,9,4,51.0,Pass,E,Average
6,60,No,6,6,48.0,Fail,F,Average
2,50,Yes,9,0,30.0,Fail,F,Poor
4,99,No,6,2,82.0,Pass,B,Excellent
6,76,Yes,8,0,61.0,Pass,D,Good
5,87,No,6,2,72.0,Pass,C,Good
3,97,No,7,1,78.0,Pass,C,Good
8,57,No,5,4,53.0,Pass,E,Average
7,83,Yes,5,9,78.0,Pass,C,Good
3,98,Yes,7,4,79.0,Pass,C,Good
6,66,Yes,4,9,56.0,Pass,E,Average
4,76,No,4,8,58.0,Pass,E,Average
5,87,Yes,4,7,72.0,Pass,C,Good
5,51,Yes,4,2,37.0,Fail,F,Poor
7,62,Yes,8,0,56.0,Pass,E,Average
5,73,No,7,4,59.0,Pass,E,Average
3,77,No,5,2,54.0,Pass,E,Average
5,62,No,7,4,47.0,Fail,F,Average
7,92,No,5,8,84.0,Pass,B,Excellent
5,64,Yes,4,0,50.0,Pass,E,Average
5,43,No,8,0,27.0,Fail,F,Poor
9,69,Yes,6,8,67.0,Pass,D,Good
3,69,No,6,2,48.0,Fail,F,Average
6,52,Yes,9,9,42.0,Fail,F,Average
1,81,Yes,4,4,55.0,Pass,E,Average
5,88,No,4,8,73.0,Pass,C,Good
8,53,Yes,7,4,46.0,Fail,F,Average
5,95,Yes,8,2,81.0,Pass,B,Excellent
9,86,Yes,8,8,82.0,Pass,B,Excellent
6,47,Yes,7,6,35.0,Fail,F,Poor
8,94,No,8,6,92.0,Pass,A,Excellent
8,63,No,8,7,59.0,Pass,E,Average
3,57,Yes,6,4,35.0,Fail,F,Poor
7,74,No,8,1,65.0,Pass,D,Good
7,64,Yes,4,8,53.0,Pass,E,Average
6,56,Yes,6,2,45.0,Fail,F,Average
7,71,No,4,1,61.0,Pass,D,Good
2,95,Yes,4,9,74.0,Pass,C,Good
9,63,No,7,9,60.0,Pass,D,Average
1,46,Yes,9,4,23.0,Fail,F,Poor
1,52,No,8,7,25.0,Fail,F,Poor
3,66,No,8,2,45.0,Fail,F,Average
3,87,Yes,8,5,68.0,Pass,D,Good
1,44,No,8,8,21.0,Fail,F,Poor
7,75,Yes,6,1,65.0,Pass,D,Good
4,65,No,5,7,45.0,Fail,F,Average
2,81,Yes,4,9,58.0,Pass,E,Average
5,84,No,9,6,76.0,Pass,C,Good
6,70,No,9,2,57.0,Pass,E,Average
9,49,No,5,0,46.0,Fail,F,Average
4,85,Yes,5,5,68.0,Pass,D,Good
2,65,No,5,1,40.0,Fail,F,Poor
5,61,Yes,6,2,45.0,Fail,F,Average
3,51,No,5,4,31.0,Fail,F,Poor
2,71,No,6,7,50.0,Pass,E,Average
1,66,Yes,7,1,43.0,Fail,F,Average
2,72,No,7,5,50.0,Pass,E,Average
6,92,Yes,9,0,80.0,Pass,B,Good
8,91,Yes,7,6,90.0,Pass,A,Excellent
3,59,Yes,6,3,38.0,Fail,F,Poor
9,78,Yes,6,0,73.0,Pass,C,Good
9,80,Yes,4,8,78.0,Pass,C,Good
2,79,No,5,8,54.0,Pass,E,Average
8,98,Yes,8,2,92.0,Pass,A,Excellent
5,52,No,8,5,39.0,Fail,F,Poor
4,53,Yes,5,6,41.0,Fail,F,Average
5,83,Yes,8,3,71.0,Pass,C,Good
4,79,No,8,5,65.0,Pass,D,Good
8,92,No,8,8,87.0,Pass,B,Excellent
4,61,Yes,9,9,47.0,Fail,F,Average
6,57,Yes,6,5,42.0,Fail,F,Average
2,87,No,6,6,62.0,Pass,D,Good
5,68,No,6,5,54.0,Pass,E,Average
6,82,Yes,5,6,71.0,Pass,C,Good
5,55,Yes,7,0,42.0,Fail,F,Average
2,85,Yes,9,5,64.0,Pass,D,Good
7,74,No,9,8,70.0,Pass,C,Good
4,92,Yes,8,2,77.0,Pass,C,Good
8,73,No,4,5,62.0,Pass,D,Good
7,42,No,6,3,28.0,Fail,F,Poor
7,43,Yes,9,6,36.0,Fail,F,Poor
9,93,Yes,9,6,92.0,Pass,A,Excellent
1,44,No,4,8,18.0,Fail,F,Poor
6,49,Yes,8,3,37.0,Fail,F,Poor
6,91,Yes,9,7,81.0,Pass,B,Excellent
6,68,No,9,7,57.0,Pass,E,Average
6,71,Yes,7,7,61.0,Pass,D,Good
7,70,No,4,7,62.0,Pass,D,Good
6,41,No,8,5,27.0,Fail,F,Poor
1,51,Yes,8,7,26.0,Fail,F,Poor
3,66,No,6,5,48.0,Fail,F,Average
2,44,No,7,9,18.0,Fail,F,Poor
6,76,Yes,8,1,66.0,Pass,D,Good
8,66,No,7,2,59.0,Pass,E,Average
3,62,Yes,6,5,41.0,Fail,F,Average
8,72,No,4,6,64.0,Pass,D,Good
8,43,No,9,3,40.0,Fail,F,Poor
5,98,No,9,0,84.0,Pass,B,Excellent
8,60,No,5,3,51.0,Pass,E,Average
6,63,No,5,5,49.0,Fail,F,Average
5,83,No,5,7,67.0,Pass,D,Good
9,70,No,9,3,70.0,Pass,C,Good
7,83,Yes,7,9,75.0,Pass,C,Good
8,87,No,5,0,80.0,Pass,B,Good
1,63,Yes,4,4,35.0,Fail,F,Poor
2,88,No,8,6,65.0,Pass,D,Good
8,92,No,7,5,86.0,Pass,B,Excellent
9,49,Yes,9,2,45.0,Fail,F,Average
4,88,Yes,4,6,69.0,Pass,D,Good
9,88,Yes,9,3,86.0,Pass,B,Excellent
4,89,No,7,4,75.0,Pass,C,Good
9,41,Yes,7,6,39.0,Fail,F,Poor
7,70,No,7,1,59.0,Pass,E,Average
2,64,No,6,3,42.0,Fail,F,Average
9,43,Yes,8,3,42.0,Fail,F,Average
4,90,No,5,5,70.0,Pass,C,Good
8,50,Yes,6,6,48.0,Fail,F,Average
7,56,Yes,8,3,49.0,Fail,F,Average
7,83,Yes,9,9,78.0,Pass,C,Good
8,41,Yes,5,0,34.0,Fail,F,Poor
1,45,No,6,0,18.0,Fail,F,Poor
2,44,Yes,4,0,20.0,Fail,F,Poor
2,59,Yes,6,2,35.0,Fail,F,Poor
1,68,No,7,8,46.0,Fail,F,Average
5,60,No,9,2,42.0,Fail,F,Average
2,48,Yes,6,2,23.0,Fail,F,Poor
4,67,No,7,8,51.0,Pass,E,Average
3,94,No,8,4,75.0,Pass,C,Good
3,47,No,8,7,27.0,Fail,F,Poor
2,70,No,7,9,48.0,Fail,F,Average
6,59,Yes,4,8,45.0,Fail,F,Average
2,66,No,4,5,40.0,Fail,F,Poor
8,47,Yes,8,6,42.0,Fail,F,Average
8,93,Yes,9,6,90.0,Pass,A,Excellent
5,60,Yes,6,6,45.0,Fail,F,Average
7,67,No,8,3,55.0,Pass,E,Average
4,62,No,8,1,45.0,Fail,F,Average
1,45,Yes,7,1,20.0,Fail,F,Poor
2,42,No,4,6,15.0,Fail,F,Poor
4,44,Yes,9,9,28.0,Fail,F,Poor
1,48,Yes,7,6,25.0,Fail,F,Poor
8,46,No,8,9,39.0,Fail,F,Poor
9,99,No,5,6,96.0,Pass,A,Excellent
3,78,Yes,8,2,63.0,Pass,D,Good
2,44,Yes,7,4,19.0,Fail,F,Poor
5,50,No,5,5,31.0,Fail,F,Poor
3,54,Yes,5,7,35.0,Fail,F,Poor
7,73,Yes,8,7,65.0,Pass,D,Good
6,52,Yes,9,9,41.0,Fail,F,Average
1,93,No,4,2,65.0,Pass,D,Good
8,87,No,5,3,83.0,Pass,B,Excellent
2,46,No,6,5,22.0,Fail,F,Poor
5,79,Yes,7,3,68.0,Pass,D,Good
9,45,No,7,9,40.0,Fail,F,Poor
8,95,Yes,7,3,92.0,Pass,A,Excellent
2,78,Yes,8,4,54.0,Pass,E,Average
9,89,Yes,7,9,90.0,Pass,A,Excellent
5,69,No,7,6,57.0,Pass,E,Average
6,61,Yes,6,1,47.0,Fail,F,Average
3,64,No,4,1,43.0,Fail,F,Average
3,67,Yes,9,9,50.0,Pass,E,Average
8,93,No,8,8,91.0,Pass,A,Excellent
2,59,No,8,3,34.0,Fail,F,Poor
2,78,No,7,4,54.0,Pass,E,Average
5,42,No,6,2,26.0,Fail,F,Poor
6,44,No,5,1,34.0,Fail,F,Poor
2,40,No,7,9,18.0,Fail,F,Poor
5,54,No,7,7,38.0,Fail,F,Poor
7,65,No,8,3,57.0,Pass,E,Average
8,42,Yes,8,0,34.0,Fail,F,Poor
7,79,Yes,7,5,68.0,Pass,D,Good
8,96,Yes,8,5,92.0,Pass,A,Excellent
9,80,Yes,6,1,77.0,Pass,C,Good
5,86,Yes,5,1,71.0,Pass,C,Good
5,81,No,5,7,67.0,Pass,D,Good
4,73,No,5,6,59.0,Pass,E,Average
9,91,No,7,1,91.0,Pass,A,Excellent
5,44,No,9,9,29.0,Fail,F,Poor
2,70,No,7,0,48.0,Fail,F,Average
8,90,Yes,7,7,90.0,Pass,A,Excellent
7,52,Yes,6,9,48.0,Fail,F,Average
8,82,No,5,1,77.0,Pass,C,Good
3,40,Yes,8,4,20.0,Fail,F,Poor
4,61,Yes,8,5,42.0,Fail,F,Average
5,54,No,4,9,37.0,Fail,F,Poor
6,65,No,4,0,52.0,Pass,E,Average
1,57,Yes,9,1,33.0,Fail,F,Poor
4,87,Yes,8,9,72.0,Pass,C,Good
5,48,No,5,3,34.0,Fail,F,Poor
7,40,Yes,7,1,33.0,Fail,F,Poor
5,82,No,8,5,71.0,Pass,C,Good
1,48,Yes,9,3,25.0,Fail,F,Poor
7,62,Yes,9,2,55.0,Pass,E,Average
8,82,No,8,5,76.0,Pass,C,Good
7,84,Yes,4,8,76.0,Pass,C,Good
4,97,No,5,7,81.0,Pass,B,Excellent
8,41,Yes,8,1,35.0,Fail,F,Poor
5,53,Yes,7,2,35.0,Fail,F,Poor
9,77,No,7,1,74.0,Pass,C,Good
5,79,Yes,6,9,66.0,Pass,D,Good
1,57,No,7,6,31.0,Fail,F,Poor
9,55,No,8,8,54.0,Pass,E,Average
6,68,No,7,2,58.0,Pass,E,Average
4,83,No,4,5,66.0,Pass,D,Good
6,50,No,5,3,36.0,Fail,F,Poor
8,45,Yes,9,9,44.0,Fail,F,Average
3,42,No,8,9,26.0,Fail,F,Poor
5,53,No,7,0,37.0,Fail,F,Poor
2,99,Yes,9,8,82.0,Pass,B,Excellent
2,41,No,7,6,18.0,Fail,F,Poor
7,71,No,8,6,66.0,Pass,D,Good
6,70,No,6,0,60.0,Pass,D,Average
4,50,Yes,5,8,32.0,Fail,F,Poor
5,61,Yes,8,7,51.0,Pass,E,Average
1,42,Yes,9,9,18.0,Fail,F,Poor
7,89,Yes,7,4,82.0,Pass,B,Excellent
8,70,Yes,6,3,66.0,Pass,D,Good
9,72,Yes,8,0,69.0,Pass,D,Good
8,63,No,5,8,59.0,Pass,E,Average
5,40,Yes,6,7,26.0,Fail,F,Poor
3,83,Yes,9,1,63.0,Pass,D,Good
9,54,Yes,7,3,52.0,Pass,E,Average
6,76,Yes,4,3,66.0,Pass,D,Good
5,66,No,5,6,51.0,Pass,E,Average
3,77,No,6,2,54.0,Pass,E,Average
6,87,Yes,8,7,77.0,Pass,C,Good
3,66,No,8,6,45.0,Fail,F,Average
6,83,Yes,6,9,77.0,Pass,C,Good
4,51,No,8,3,32.0,Fail,F,Poor
2,42,Yes,6,8,15.0,Fail,F,Poor
8,69,Yes,5,5,62.0,Pass,D,Good
4,71,Yes,8,2,55.0,Pass,E,Average
9,62,Yes,5,6,59.0,Pass,E,Average
7,41,No,7,5,32.0,Fail,F,Poor
2,46,Yes,7,7,21.0,Fail,F,Poor
4,73,No,7,4,56.0,Pass,E,Average
5,71,No,7,5,55.0,Pass,E,Average
3,92,No,8,0,74.0,Pass,C,Good
9,78,Yes,6,7,74.0,Pass,C,Good
5,71,No,8,0,56.0,Pass,E,Average
2,82,No,9,2,58.0,Pass,E,Average
3,82,No,8,1,64.0,Pass,D,Good
9,53,Yes,5,5,49.0,Fail,F,Average
7,42,No,6,7,31.0,Fail,F,Poor
2,85,Yes,4,7,64.0,Pass,D,Good
9,71,No,4,6,63.0,Pass,D,Good
4,82,No,6,6,66.0,Pass,D,Good
9,75,Yes,4,7,73.0,Pass,C,Good
2,56,Yes,6,4,38.0,Fail,F,Poor
4,87,No,5,2,70.0,Pass,C,Good
5,42,Yes,5,1,27.0,Fail,F,Poor
2,96,No,8,2,72.0,Pass,C,Good
1,49,No,4,2,21.0,Fail,F,Poor
7,92,Yes,6,6,85.0,Pass,B,Excellent
1,86,Yes,5,0,62.0,Pass,D,Good
8,79,Yes,8,6,73.0,Pass,C,Good
3,57,No,4,5,32.0,Fail,F,Poor
6,42,No,4,9,30.0,Fail,F,Poor
7,78,No,4,1,64.0,Pass,D,Good
1,49,Yes,5,9,25.0,Fail,F,Poor
6,91,Yes,5,0,82.0,Pass,B,Excellent
7,48,Yes,4,8,41.0,Fail,F,Average
6,85,No,5,1,71.0,Pass,C,Good
4,94,Yes,4,3,79.0,Pass,C,Good
1,85,Yes,7,8,59.0,Pass,E,Average
9,50,No,5,8,45.0,Fail,F,Average
4,99,Yes,6,0,84.0,Pass,B,Excellent
7,72,Yes,5,1,62.0,Pass,D,Good
7,75,No,4,1,65.0,Pass,D,Good
2,65,No,6,1,43.0,Fail,F,Average
1,66,No,8,7,39.0,Fail,F,Poor
8,77,No,6,7,70.0,Pass,C,Good
8,61,No,6,9,54.0,Pass,E,Average
7,65,No,5,7,55.0,Pass,E,Average
8,61,Yes,9,3,55.0,Pass,E,Average
3,44,Yes,6,7,25.0,Fail,F,Poor
2,74,No,6,6,52.0,Pass,E,Average
7,41,No,4,7,31.0,Fail,F,Poor
8,74,Yes,5,0,68.0,Pass,D,Good
1,48,No,4,2,19.0,Fail,F,Poor
9,90,No,5,9,87.0,Pass,B,Excellent
4,90,Yes,8,5,71.0,Pass,C,Good
4,88,Yes,9,0,74.0,Pass,C,Good
3,57,No,6,3,35.0,Fail,F,Poor
6,82,No,5,8,69.0,Pass,D,Good
1,51,Yes,6,6,24.0,Fail,F,Poor
6,42,No,6,0,29.0,Fail,F,Poor
2,57,Yes,7,5,34.0,Fail,F,Poor
9,95,Yes,4,5,93.0,Pass,A,Excellent
2,77,No,9,1,52.0,Pass,E,Average
7,46,Yes,5,5,37.0,Fail,F,Poor
1,72,Yes,8,9,49.0,Fail,F,Average
7,45,Yes,9,1,38.0,Fail,F,Poor
5,57,No,7,7,44.0,Fail,F,Average
8,84,No,4,6,75.0,Pass,C,Good
4,61,No,8,5,44.0,Fail,F,Average
7,90,Yes,8,9,84.0,Pass,B,Excellent
6,78,Yes,6,5,65.0,Pass,D,Good
5,90,No,4,8,75.0,Pass,C,Good
4,48,Yes,7,8,29.0,Fail,F,Poor
7,74,Yes,5,9,67.0,Pass,D,Good
5,62,No,5,9,50.0,Pass,E,Average
5,51,Yes,7,1,38.0,Fail,F,Poor
1,91,Yes,6,2,66.0,Pass,D,Good
2,63,Yes,6,9,42.0,Fail,F,Average
5,89,Yes,8,6,76.0,Pass,C,Good
3,79,Yes,4,9,64.0,Pass,D,Good
2,48,Yes,8,8,26.0,Fail,F,Poor
4,52,No,5,5,31.0,Fail,F,Poor
4,79,No,7,0,63.0,Pass,D,Good
4,93,Yes,4,6,77.0,Pass,C,Good
4,81,No,7,0,61.0,Pass,D,Good
3,56,No,4,4,33.0,Fail,F,Poor
7,46,No,9,8,39.0,Fail,F,Poor
9,56,Yes,5,9,52.0,Pass,E,Average
5,94,No,5,9,82.0,Pass,B,Excellent
4,89,Yes,9,8,73.0,Pass,C,Good
2,63,No,4,0,37.0,Fail,F,Poor
2,41,No,6,5,16.0,Fail,F,Poor
5,74,Yes,4,2,59.0,Pass,E,Average
7,67,No,5,8,59.0,Pass,E,Average
9,58,Yes,7,2,56.0,Pass,E,Average
7,72,No,8,1,59.0,Pass,E,Average
5,60,No,7,7,46.0,Fail,F,Average
6,92,No,5,2,80.0,Pass,B,Good
3,49,No,7,4,30.0,Fail,F,Poor
5,92,Yes,6,5,78.0,Pass,C,Good
8,85,Yes,6,9,81.0,Pass,B,Excellent
1,84,No,4,9,57.0,Pass,E,Average
1,48,Yes,7,0,24.0,Fail,F,Poor
7,77,No,7,6,66.0,Pass,D,Good
5,45,Yes,5,6,31.0,Fail,F,Poor
5,90,Yes,4,4,73.0,Pass,C,Good
1,92,Yes,4,8,66.0,Pass,D,Good
9,81,No,7,1,78.0,Pass,C,Good
1,94,Yes,8,4,66.0,Pass,D,Good
5,74,Yes,7,1,57.0,Pass,E,Average
9,57,No,7,1,50.0,Pass,E,Average
4,92,No,7,8,77.0,Pass,C,Good
8,58,No,6,6,54.0,Pass,E,Average
6,44,Yes,9,3,30.0,Fail,F,Poor
3,64,Yes,4,7,43.0,Fail,F,Average
4,50,Yes,9,3,34.0,Fail,F,Poor
2,49,Yes,6,0,26.0,Fail,F,Poor
1,56,Yes,8,9,36.0,Fail,F,Poor
8,75,Yes,5,2,69.0,Pass,D,Good
1,65,No,8,9,39.0,Fail,F,Poor
1,70,Yes,4,0,44.0,Fail,F,Average
4,71,Yes,5,1,56.0,Pass,E,Average
6,60,Yes,9,1,47.0,Fail,F,Average
9,57,No,8,6,56.0,Pass,E,Average
1,99,Yes,4,3,73.0,Pass,C,Good
7,57,No,8,9,48.0,Fail,F,Average
5,40,Yes,5,8,24.0,Fail,F,Poor
7,47,No,8,8,41.0,Fail,F,Average
4,41,No,6,5,24.0,Fail,F,Poor
4,90,Yes,8,9,72.0,Pass,C,Good
6,54,No,9,7,45.0,Fail,F,Average
6,99,Yes,8,6,92.0,Pass,A,Excellent
9,73,No,8,7,68.0,Pass,D,Good
5,75,Yes,6,8,62.0,Pass,D,Good
8,40,No,7,7,36.0,Fail,F,Poor
5,90,No,5,5,77.0,Pass,C,Good
2,60,Yes,9,7,40.0,Fail,F,Poor
6,81,No,4,7,69.0,Pass,D,Good
9,40,Yes,5,1,38.0,Fail,F,Poor
3,71,No,5,1,50.0,Pass,E,Average
1,59,No,7,0,33.0,Fail,F,Poor
1,93,Yes,5,9,69.0,Pass,D,Good
3,86,Yes,5,1,63.0,Pass,D,Good
5,75,Yes,6,6,59.0,Pass,E,Average
3,78,No,6,2,54.0,Pass,E,Average
9,69,Yes,6,3,65.0,Pass,D,Good
8,46,Yes,6,3,41.0,Fail,F,Average
3,61,No,6,3,41.0,Fail,F,Average
9,96,Yes,9,1,94.0,Pass,A,Excellent
6,89,Yes,4,5,80.0,Pass,B,Good
7,84,No,7,0,74.0,Pass,C,Good
4,49,No,8,4,33.0,Fail,F,Poor
4,95,No,9,1,78.0,Pass,C,Good
2,47,No,6,8,21.0,Fail,F,Poor
5,66,No,7,1,49.0,Fail,F,Average
8,49,Yes,8,5,43.0,Fail,F,Average
7,53,No,5,3,40.0,Fail,F,Poor
7,85,No,9,5,77.0,Pass,C,Good
6,98,No,5,1,84.0,Pass,B,Excellent
3,91,Yes,7,1,74.0,Pass,C,Good
5,93,Yes,4,6,78.0,Pass,C,Good
1,50,Yes,4,2,21.0,Fail,F,Poor
7,45,Yes,7,2,34.0,Fail,F,Poor
9,60,No,4,6,54.0,Pass,E,Average
1,72,No,4,7,47.0,Fail,F,Average
2,58,No,5,6,36.0,Fail,F,Poor
3,78,Yes,4,2,53.0,Pass,E,Average
3,63,No,4,2,45.0,Fail,F,Average
8,57,Yes,7,6,52.0,Pass,E,Average
7,74,Yes,4,2,66.0,Pass,D,Good
6,91,Yes,9,1,79.0,Pass,C,Good
4,82,No,6,6,63.0,Pass,D,Good
9,76,No,6,2,72.0,Pass,C,Good
1,58,No,7,4,33.0,Fail,F,Poor
2,92,No,6,6,70.0,Pass,C,Good
4,63,Yes,5,1,47.0,Fail,F,Average
3,95,No,9,7,73.0,Pass,C,Good
1,73,Yes,9,1,50.0,Pass,E,Average
